id,relation,comment,domain,text
3770,"Message-Topic(e1,e2)",Comment:,Art,"Their <e1>songs</e1> are about <e2>sex</e2>, drugs, drinking, fighting, and rock & roll."
3771,"Entity-Origin(e1,e2)",Comment:,News,"Another <e1>celebrity</e1> has bailed out of the Costa Rican jungle <e2>set</e2> of I'm a Celebrity... Get Me Out of Here!"""
3772,"Content-Container(e2,e1)",Comment:,Story,We dissolved the contents of one packet in a <e1>carafe</e1> of <e2>water</e2> and ran the brew cycle.
3773,"Entity-Origin(e1,e2)",Comment:,Story,On entering the water the Esprit's wheels turned inwards to reveal four lateral fins and a <e1>periscope</e1> popped out of the <e2>roof</e2>.
3774,"Component-Whole(e1,e2)",Comment:,Biology,The complement <e1>system</e1> is important as part of the body's <e2>defense mechanism</e2> against infection (Fig. 8.2).
3775,"Message-Topic(e2,e1)",Comment:,Story,These are just some of the <e1>questions</e1> tackled in the <e2>exhibition</e2>.
3776,"Cause-Effect(e2,e1)",Comment:,Technology,The reference <e1>signal</e1> was generated from an auxiliary <e2>photomultiplier</e2> (RCA 1P28) with a quantum counter.
3777,Other,Comment: Not the right syntax.,News,"Rodrigues, who is also the governor of Punjab has been accused by the <e1>congress</e1> of various murky <e2>deals</e2> worth billions of rupees."
3778,"Member-Collection(e2,e1)",Comment:,History,"As evidenced from the detailed histories and clinicopathological summaries insome reports, there is a <e1>body</e1> of <e2>pathologists</e2> who are committed to performing at a high level, and answering all the questions raised by a death."
3779,"Component-Whole(e1,e2)",Comment:,firstP,The <e1>sink</e1> was in the <e2>desk</e2> and I had to wedge myself into the bathroom.
3780,"Entity-Origin(e1,e2)",Comment:,Story,The <e1>professor</e1> was released from the <e2>dungeon</e2> right in front of my eyes.
3781,"Member-Collection(e2,e1)",Comment:,Story,A little ringed plover flew over the water at the bottom of the <e1>colony</e1> of <e2>vultures</e2>.
3782,"Cause-Effect(e2,e1)",Comment:,Physic,The electromagnetic (EM) <e1>radiation</e1> from the <e2>sun</e2> arrives mostly in the form of visible and infrared wavelengths.
3783,"Component-Whole(e1,e2)",Comment: Here the holes are components - they have a function.,Story,The juice passes through the tiny <e1>holes</e1> in a strainer <e2>basket</e2> and is collected in a container at the bottom.
3784,"Entity-Origin(e1,e2)",Comment:,History,"As a form, the <e1>oratorio</e1> originated in seventeenth <e2>century</e2>."
3785,"Component-Whole(e2,e1)",Comment:,Technology,A lamp holder <e1>structure</e1> of the present invention is comprised of: a cup-shaped <e2>base</e2>; a circuit board and two elastic conducting devices mounted inside the cup-shaped base; and at least one light-emitting device mounted on the circuit board.
3786,"Message-Topic(e1,e2)","Comment: Presumably the charts convey information about the genres - charts about disco, charts about rock...",Art,Some <e1>charts</e1> are specific to a particular <e2>musical genre</e2> and most to a particular geographical location.
3787,"Message-Topic(e2,e1)",Comment:,Story,The <e1>fight scenes</e1> were barely described in the <e2>script</e2>.
3788,"Entity-Origin(e1,e2)",Comment:,Story,"Just like consulting a cookbook, starting out by using a <e1>recipe</e1> from a <e2>book</e2> or website is great."
3789,"Component-Whole(e2,e1)",Comment:,Education,<e1>Tree</e1> <e2>roots</e2> that grow on the surface are difficult to mow or walk over and can effect the growth and health of nearby grass and groundcovers.
3790,"Component-Whole(e1,e2)",Comment:,FirstP,The red indicator <e1>light</e1> on my <e2>telephone</e2> continues to blink after I have checked and emptied my mailbox.
3791,"Cause-Effect(e2,e1)",Comment:,Biology,The <e1>pseudolesion</e1> was caused by <e2>drainage</e2> of the paraumbilical vein.
3792,"Entity-Destination(e1,e2)",Comment:,Story,The young man's <e1>cocktail</e1> flew into the running ceiling <e2>fan</e2>.
3793,"Component-Whole(e2,e1)",Comment:,Biology,A <e1>giraffe</e1> 's <e2>tongue</e2> is purplish-black and can extend almost twenty inches.
3794,"Instrument-Agency(e2,e1)",Comment:,Story,The <e1>owner</e1> uses your <e2>information</e2> solely in order to process your credit card payment.
3795,"Product-Producer(e2,e1)","Comment: the angels are making the pieces out of ""him""; (b) is satisfied",Story,"Then after that the <e1>angels</e1> chopped him into millions of <e2>pieces</e2>, but still he glittered and hummed."
3796,"Component-Whole(e1,e2)","Comment: Blood is a substance, but the relation between blood ans system is different from the relation between a substance and an entity made of it.",Biology,"Heart, <e1>blood vessels</e1>, blood are parts of the <e2>circulatory system</e2>."
3797,"Cause-Effect(e2,e1)",Comment:,Biology,"User-edited article about Salmonellosis, the <e1>infection</e1> caused by Salmonella <e2>bacteria</e2>, leading to diarrhea, fever, vomiting, and abdominal cramps."
3798,"Cause-Effect(e2,e1)",Comment:,Biology,This paper presents the results of a survey of the building <e1>damage</e1> caused by the ash fall from the cataclysmic <e2>eruption</e2> of Mount Pinatubo.
3799,"Component-Whole(e2,e1)",Comment:,Story,"At the entrance to the <e1>farm</e1> is the <e2>gardenhouse</e2>, the heart of the community Supported garden at Genesis Farm."
3800,"Member-Collection(e2,e1)",Comment:,Economic,The major <e1>population</e1> constitutes of <e2>farmers</e2> and agriculture related business men and merchants.
3801,"Member-Collection(e2,e1)",Comment:,Technology,A new computer aimed at people aged over 60 aims to inspire a whole new <e1>wave</e1> of silver <e2>surfers</e2>.
3802,"Content-Container(e1,e2)",Comment: prototypical example,News,"The 18-year-old apparently took her life with her father's service <e1>gun</e1>, which was locked in a <e2>safe box</e2>."
3803,Other,Comment:,Technology,"Streema is an online <e1>radio</e1> <e2>tuner</e2> to listen, discover and share radios with your friends."
3804,Other,Comment: violates b.1 and c.3,Economic,The <e1>companies</e1> have gone into <e2>liquidation</e2>.
3805,Other,Comment:,News,Investigations had indicated the <e1>fire</e1> started from the <e2>airconditioners</e2> because on arrival that was the area engulfed.
3806,"Member-Collection(e1,e2)",Comment:,Story,There is a certain dissonance among the <e1>essays</e1> collected in this <e2>volume</e2>.
3807,"Component-Whole(e1,e2)",Comment:,News,"The <e1>welcome speech</e1> of the <e2>conference</e2> was referred by the president of VSE prof. Ing. Richard Hindls, CSc."
3808,"Entity-Origin(e1,e2)",Comment:,News,The <e1>plane</e1> went away from the <e2>runway</e2> and burst into flames.
3809,"Component-Whole(e2,e1)",Comment:,Story,"The <e1>castle</e1> has two big concentric <e2>towers</e2>, corresponding to a three-story building with two smaller towers at its exterior angles."
3810,"Cause-Effect(e1,e2)",Comment:,News,"The <e1>earthquake</e1> caused the <e2>failures</e2> of the electric power system, the water supply system, the sewer system, the telephone and telegraph systems."
3811,"Cause-Effect(e1,e2)",Comment:,Story,"The <e1>guy</e1> put up a <e2>fight</e2>, so the mugger takes out a gun and shoots him, point blank."
3812,"Product-Producer(e1,e2)",Comment: (a) is satisfied,Story,"These are vampire <e1>novels</e1> with little blood shed and a strong moral message, written by a <e2>woman</e2> with a robust Mormon faith who does not like horror books."
3813,"Component-Whole(e1,e2)",Comment:,FirstP,"A man living nearby brought a lantern, and I found the <e1>rope</e1> of the horse's <e2>halter</e2> tied tightly round the waist of the almost naked body of a boy."
3814,Other,Comment: Tripes??!,News,They are hedging bets on hosting the terror <e1>scum</e1> of different <e2>tripes</e2>.
3815,Other,Comment: no evidence for product-producer,Story,It is the oil that allows the <e1>radicalisation</e1> <e2>machine</e2>'s many cogs to turn.
3816,"Entity-Destination(e1,e2)",Comment:,Story,The <e1>humanity</e1> has migrated into <e2>space</e2> to settle in an outer solar system.
3817,"Member-Collection(e2,e1)",Comment:,Story,"Unlike most fall days now, few bird watchers were present to witness the spectacular <e1>stream</e1> of migrating <e2>hawks</e2> passing over."
3818,Other,Comment: the editor does not produce the book,Art,"A third <e1>book</e1> was requested by the <e2>editor</e2>, E.L. Doctorow but he changed jobs before the manuscript was completed."
3819,"Component-Whole(e1,e2)",Comment:,Story,In a moment more the crowd began to gush forth from the <e1>doors</e1> of the <e2>church</e2>.
3820,"Message-Topic(e1,e2)",Comment:,History,It is notable because it was the first nationwide <e1>law</e1> dealing with runaway <e2>slaves</e2> under the 1787 Constitution.
3821,"Cause-Effect(e2,e1)",Comment:,Biology,<e1>Boils</e1> or furuncles are caused by staphylococcal bacterial <e2>infections</e2> of the hair follicles.
3822,"Component-Whole(e2,e1)",Comment: Reduction as part of the method.,Education,This <e1>method</e1> increases the ship's efficiency through drag <e2>reduction</e2> while also protecting the ocean from biocides that may leak.
3823,"Content-Container(e1,e2)",Comment: prototypical example; no movement,Technology,"Typically, the maximum heat generated from 24 fuel <e1>assemblies</e1> stored in a <e2>cask</e2> is less than that given off by a typical home heating system in an hour."
3824,"Component-Whole(e1,e2)",Comment:,News,"The safety control <e1>system</e1> of the cooperative <e2>robot</e2> has size limitations, and all power is derived from onboard batteries."
3825,"Message-Topic(e2,e1)",Comment:,Art,The <e1>village</e1> also appears in numerous <e2>paintings</e2>.
3826,"Instrument-Agency(e2,e1)","Comment: the tape has been used by the painter, and it is necessary to remove it.",Art,The <e1>painter</e1>'s <e2>tape</e2> has to be removed.
3827,"Component-Whole(e2,e1)",Comment:,FirstP,My concern is that the skin around my eyes extending to my <e1>cheek</e1> <e2>bone</e2> and on the lids are wrinkled - profoundly so.
3828,"Instrument-Agency(e2,e1)",Comment:,News,The <e1>perpetrators</e1> carried out the Karachi blast through a planted <e2>bomb</e2>.
3829,Other,Comment: stations are not producers in this case,News,Other <e1>stations</e1> (and cable channels) have spawned imitation <e2>shows</e2>.
3830,"Message-Topic(e2,e1)",Comment:,Education,Another mathematical system <e1>description</e1> is presented in the next <e2>section</e2>.
3831,"Entity-Destination(e1,e2)",Comment: (ii) is violated,Story,"Causing many night-glowing rubies to be strung on red silken thread, he put the <e1>necklaces</e1> in the <e2>cradle</e2>."
3832,Other,"Comment: the operator supplies machines that are coin-operated, so there's no direct link between the operator and the coins.",FirstP,I'm the coin-operated machine supplier a.k.a. the <e1>coin</e1> <e2>operator</e2>.
3833,"Content-Container(e2,e1)",Comment:,Story,The <e1>base</e1> of the shrine encloses a lone datura <e2>seedpod</e2>.
3834,"Entity-Destination(e1,e2)",Comment:,Story,The <e1>ship</e1> is arriving into the <e2>port</e2> now.
3835,"Cause-Effect(e2,e1)",Comment:,Biology,Cervical <e1>cancer</e1> is caused by <e2>infection</e2> with the human papillomavirus (HPV) and is one of the most common cancers in women in developing countries.
3836,"Product-Producer(e1,e2)","Comment: (a), (d) satisfied",News,A gingerbread house <e1>creation</e1> by the culinary art <e2>students</e2> of Wake Tech was auctioned off at the Umstead Hotel in Cary.
3837,"Component-Whole(e2,e1)",Comment:,Story,"The <e1>property</e1> comprises of three <e2>bedrooms</e2>, kitchen, lounge / diner and both a shower room and bathroom."
3838,"Entity-Destination(e1,e2)",Comment:,Economic,The company shipped the <e1>cargo</e1> to the <e2>factory</e2> in China.
3839,"Content-Container(e2,e1)",Comment: the acid is in the stomach.,Art,The <e1>stomach</e1> contained a small amount of bile-stained <e2>acid fluid</e2>.
3840,"Cause-Effect(e2,e1)",Comment:,Chemistry,"Notwithstanding problems associated with screening, many of those <e1>cancers</e1> were caused by <e2>radiation exposures</e2> shortly after the accident."
3841,"Entity-Origin(e2,e1)",Comment:,Story,One of my girlfriends ordered the Lomo de Puerco which was their pork chop in some <e1>guava</e1> <e2>sauce</e2>.
3842,"Member-Collection(e2,e1)",Comment:,Story,"Gorgol brought in your <e1>cavvy</e1> of <e2>mounts</e2> four days ago, took his bag, and rode off."
3843,Other,Comment:,Economic,These corporate leaders have inherited Woodrow Wilson's <e1>commitment</e1> to <e2>scholarship</e2>.
3844,"Entity-Destination(e1,e2)",Comment:,Technology,The <e1>email marketing</e1> is landing into the <e2>spam folders</e2> decreasing the ROI for these programs.
3845,"Cause-Effect(e2,e1)",Comment:,News,This year's Nobel Laureates in Physiology or Medicine made the remarkable and unexpected discovery that inflammation in the stomach (gastritis) as well as ulceration of the stomach or duodenum (peptic ulcer disease) is the result of an <e1>infection</e1> of the stomach caused by the <e2>bacterium</e2> Helicobacter pylori.
3846,"Message-Topic(e1,e2)",Comment: A theory can be a Message and focus looks like a Topic; the modality is outside e1-e2.,Technology,"This <e1>theory</e1> focuses on <e2>computational tasks</e2>, and considers automated procedures (i.e., computing devices and algorithms) that may solve such tasks."
